,date of low,low,number of weeks since drop,original closing price,original date,ticker
720,20150227,19.67,11,19.67,20141212,NOAH
721,20140214,7.25,1,27.32,20151113,GPRK
722,20150206,4.14,1,6.45,20140207,GPRK
723,20150227,3.78,4,3.78,20150130,GPRK
724,20170526,7.8,2,20.06,20131122,NVGS
725,20170616,7.3,5,8.9,20170512,NVGS
726,20130419,5.67,2,19.34,20131101,MPO
727,20130823,4.38,20,7.11,20130405,MPO
728,20140207,4.25,26,4.7,20130809,MPO
729,20141017,2.86,2,4.67,20140131,MPO
730,20150313,0.7651,23,4.71,20141003,MPO
737,20150724,0.5209,23,1.0,20150213,MPO
741,20150814,0.56,4,0.56,20150717,MPO
742,20160205,0.7111,24,1.92,20150821,MPO
747,20170721,11.08,4,11.08,20170623,MPO
748,20160219,26.53,2,32.0,20150306,HBI
749,20170210,20.85,1,24.96,20160205,HBI
750,20170505,7.41,2,18.98,20170203,CO
751,20170519,6.85,4,6.85,20170421,CO
752,20170908,12.04,18,13.0,20170505,HTGC
753,20160122,15.04,2,68.0,20130503,SUM
754,20160212,16.12,5,16.51,20160108,SUM
755,20151120,7.0,1,25.86,20160205,SXCP
756,20160212,5.97,13,7.57,20151113,SXCP
757,20141024,4.06,2,5.97,20160212,ATEN
758,20141212,4.01,9,4.21,20141010,ATEN
759,20150313,4.14,4,4.14,20150213,ATEN
760,20161125,7.47,4,7.47,20161028,ATEN
761,20161118,8.34,1,11.77,20130621,ELP
762,20161223,8.12,6,8.42,20161111,ELP
763,20150821,18.51,2,36.28,20131213,PAGP
764,20151218,7.5,19,17.7,20150807,PAGP
765,20160212,6.04,14,12.82,20151106,PAGP
768,20160219,12.21,1,21.09,20170811,CPN
769,20150116,12.34,5,12.35,20160212,MRC
